Number,Bin,Qmean,Qstd,dQmean,dQstd,n
402213,11,1.2668066774367261,0.08522586977838219,0.37430694668999986,0.16644305574161625,3
402213,12,1.4135945072697902,0.10161886066850646,0.7237221324700001,0.22371726969872863,3
402213,13,1.1777059773828757,0.05652665589660755,0.3154507269749997,0.10259127625500004,2
402213,14,1.1748263327948305,0.09320470042175484,0.37878513731900004,0.18851207278213394,4
402213,15,1.0802315562735596,0.042269157969624514,0.25659450726899996,0.08364840607191296,3
402213,16,1.1025080775444265,0.038905492730209934,0.30882067851199996,0.08130533118099985,2
402213,17,1.1378096392030157,0.08204775481281532,0.43525686591350005,0.16855137597563194,6
402213,18,1.0163166397415186,0.02878836833602577,0.24880129240700008,0.05618093699700013,2
402213,19,1.0069520732364028,0.052592905476421495,0.23937964458833338,0.10822249181709187,3
402213,20,0.9761873990306947,0.03899215727459828,0.21355735056600006,0.08891355327542769,4
402213,21,1.0340549273021002,0.06225176474470461,0.3852407108230001,0.12496565223427127,3
402213,22,0.8990710823909532,0.013063485151570723,0.13190306946575006,0.027279165979316893,4
402213,23,0.9164721324717287,0.052901941108579376,0.23109208400662498,0.10710508783559439,8
402213,24,0.8516720516962843,0.013401598855763733,0.16284329563833327,0.02475441096754402,3
402213,25,0.9353957996768982,0.08268118592462387,0.3602558966082001,0.16233957337672117,5
402213,26,0.8142730210016157,0.017961031695626593,0.15249111470074997,0.03278210692470279,4
402213,27,0.7822778675282714,0.013691545264802901,0.11654927302100002,0.025411605534126167,5
402213,28,0.8045900646203555,0.04209575348623695,0.19488852988750002,0.0845963692006443,4
402213,29,0.7255553311793216,0.008278311628258608,0.05844911147000006,0.023054254361439864,4
402213,30,0.7308743941841681,0.02180503242108798,0.10224232633300001,0.04462422357497185,4
402213,31,0.767939072236326,0.050093218913630125,0.2020918532195715,0.09840963480237871,7
402213,32,0.6932924071082391,0.01751015021094491,0.09491437802880004,0.035132169730477,5
402213,33,0.7339553042541735,0.04425832574705276,0.18889822294099992,0.08742091215907964,3
402213,34,0.6608259289176092,0.01730554602839085,0.07415185783499997,0.03524955568774059,4
402213,35,0.6991195476575123,0.021809369951534763,0.15737641356999998,0.045014539580000006,2
402213,36,0.6894630808704743,0.04733878183930934,0.1920866673002353,0.09310142272444397,17
402213,37,0.6206650511577815,0.02223876555155821,0.10421970920800008,0.04494340097693542,3
402213,38,0.7786793214862682,0.08880856219709203,0.428859450729,0.17970920840299998,2
402213,39,0.589864297253635,0.022495853649397452,0.09156445880459999,0.04418584849313355,10
402213,40,0.6635258481421649,0.02111066235864295,0.273227786753,0.03943134087199997,2
402213,41,0.5724988985166691,0.02742446091261771,0.11515347334399999,0.05436610828564926,11
402213,42,0.5371513193322565,0.010583121862478206,0.06699838449100003,0.02140099736391211,3
402213,43,0.5250511577813679,0.008571966279051647,0.050714054927333364,0.016722109919124,3
402213,44,0.5350262520193861,0.01911227221046973,0.09020355411949993,0.03618031837025337,4
402213,45,0.49551157781367805,0.007936332071853775,0.03722132471733339,0.014866704519745722,3
402213,46,0.48137587506731294,0.0038223731509315143,0.0298933764136667,0.006565247475646381,6
402213,47,0.4899959612277868,0.019620768845520192,0.08039806138929997,0.038626204433027375,10
402213,48,0.4824824986537426,0.016759620879350803,0.09863651050066663,0.03777766772639108,3
402213,49,0.4520059235325795,0.00791954292374065,0.04559612277866669,0.016756056912289128,3
402213,50,0.4395446284329564,0.004547995158130053,0.048765751211875034,0.00855200670322853,8
402213,51,0.4706192784060313,0.03045446083533877,0.13771890145433333,0.059101216062657155,3
402213,52,0.4281623586429726,0.016697147455596972,0.07083683360225002,0.03356757962947488,4
402213,53,0.47230411954765755,0.02989704804531716,0.17168336025850006,0.0594260790371933,4
402213,54,0.39315024232633283,0.0064214852500734075,0.028381260096999997,0.012845486447281078,3
402213,55,0.40762289406877455,0.013835479387771417,0.063110085391,0.027555938566521034,7
402213,56,0.41303984921917075,0.008788480110975773,0.08398061389366665,0.016388680198260546,3
402213,57,0.410048465266559,0.021321085975904718,0.09567572330727274,0.04354362734971601,11
402213,58,0.3783764135702747,0.0065640225382202905,0.05699515347333334,0.012096930533166671,3
402213,59,0.3794238018309101,0.014667480537651566,0.06420678513700002,0.030519322985470033,3
402213,60,0.39276828986845147,0.023560647695561945,0.09840387722114285,0.04660153678856323,7
402213,61,0.35924474959612285,0.008526146596659227,0.03663974151800002,0.016965091934961447,4
402213,62,0.35662762520193864,0.004702479811533983,0.034546042003250045,0.008401411671257684,4
402213,63,0.35639741518578355,0.008684889221816651,0.04187399030733332,0.01753104390569276,3
402213,64,0.35220786214324185,0.008964280741269226,0.04420032310200001,0.018649877908279648,3
402213,65,0.3547670974690361,0.014357185768328565,0.06374151857833334,0.03089979502708372,6
402213,66,0.3319682283252558,0.005924044747036243,0.027915993537999992,0.010744031447021867,3
402213,67,0.3297576736672052,0.005539713610294866,0.030940226171333383,0.012230405671077348,3
402213,68,0.3538933764135703,0.019703145557951607,0.08223586429700003,0.03925582335721649,6
402213,69,0.33569063004846533,0.010819870759289195,0.052342487883499995,0.019541195476499993,2
402213,70,0.31859083565868707,0.012720901434220106,0.04942399765013635,0.02431244219494244,22
402213,71,0.2866033925686592,0.003573065202557329,0.015586429725500018,0.007111885098189895,6
402213,72,0.3317339795368875,0.01060735713174439,0.10933764135733337,0.02260137369880071,3
402213,73,0.30978089660743136,0.016314483500034897,0.07223263327950002,0.03337042526139414,8
402213,74,0.2805701400107701,0.010003995019126077,0.041379644588041664,0.019652430835807633,24
